Date		DOY	P	T14	RF14
31.03.1995	90	0 	2.9 	92.8 
01.04.1995	91	0 	8.3 	62.8 
02.04.1995	92	0 	12.2 	71.8 
03.04.1995	93	0 	8.9 	81.3 
04.04.1995	94	0 	6.4 	61.7 
05.04.1995	95	0 	7.1 	59 
06.04.1995	96	1.7 	10.8 	70.4 
07.04.1995	97	4.7 	9.4 	77.3 
08.04.1995	98	1.1 	9 	47.9 
09.04.1995	99	15.6 	6.7 	50.9 
10.04.1995	100	3 	8.6 	60.6 
11.04.1995	101	0 	10.7 	61.6 
12.04.1995	102	0.6 	6.4 	91.5 
13.04.1995	103	23.3 	10.5 	49 
14.04.1995	104	0 	12.4 	50.2 
15.04.1995	105	0 	6.8 	88.9 
16.04.1995	106	0 	6.6 	57.3 
17.04.1995	107	0 	6.9 	61.7 
18.04.1995	108	0 	6.7 	86.9 
19.04.1995	109	0 	8.4 	58.5 
20.04.1995	110	0 	9 	59 
21.04.1995	111	0 	12.1 	44 
22.04.1995	112	0 	15.5 	66.2 
23.04.1995	113	0 	19.7 	56.8 
24.04.1995	114	0 	20.4 	50.8 
25.04.1995	115	0 	15.9 	61.3 
26.04.1995	116	0 	10.7 	72.9 
27.04.1995	117	3.5 	13.3 	62.4 
28.04.1995	118	0 	6 	62.3 
29.04.1995	119	0 	10.8 	49.2 
30.04.1995	120	0 	13.5 	48 
01.05.1995	121	0 	14.3 	47.8 
02.05.1995	122	0 	17 	44.9 
03.05.1995	123	0 	19.5 	33 
04.05.1995	124	0 	20.5 	51.3 
05.05.1995	125	3.2 	21.1 	47.9 
06.05.1995	126	0.3 	16.7 	47.5 
07.05.1995	127	0.3 	14.8 	55.7 
08.05.1995	128	0 	12.9 	63.2 
09.05.1995	129	0 	8.9 	86 
10.05.1995	130	0 	9.9 	61.2 
11.05.1995	131	0 	10.4 	64 
12.05.1995	132	0.1 	11.4 	59.9 
13.05.1995	133	0 	12.6 	50.8 
14.05.1995	134	0 	9.9 	48.4 
15.05.1995	135	0 	8.1 	80.2 
16.05.1995	136	0 	11.6 	48.1 
17.05.1995	137	0 	7.1 	90.9 
18.05.1995	138	0 	8.8 	79.4 
19.05.1995	139	8.8 	13 	49.5 
20.05.1995	140	2.1 	13.7 	51.8 
21.05.1995	141	7.4 	11.5 	50.2 
22.05.1995	142	0 	13.6 	49.9 
23.05.1995	143	0 	18.5 	44.2 
24.05.1995	144	0 	21.5 	47.7 
25.05.1995	145	0 	22.4 	44.7 
26.05.1995	146	0 	13.7 	91.2 
27.05.1995	147	0 	15.3 	81.6 
28.05.1995	148	0 	23.1 	51.3 
29.05.1995	149	0 	19.4 	79.6 
30.05.1995	150	0.1 	17.8 	62.1 
31.05.1995	151	0 	12.5 	88.9 
01.06.1995	152	8 	10.3 	94.6 
02.06.1995	153	2.8 	13.6 	72.1 
03.06.1995	154	2.1 	14.8 	68.4 
04.06.1995	155	0.1 	18.6 	66.2 
05.06.1995	156	0 	17.8 	64.2 
06.06.1995	157	0 	13.6 	86.9 
07.06.1995	158	5 	11.9 	92 
08.06.1995	159	6.3 	10.9 	74.6 
09.06.1995	160	0 	12.5 	70.8 
10.06.1995	161	0 	13.5 	71.7 
11.06.1995	162	0 	13.2 	77.8 
12.06.1995	163	0 	15 	62.4 
13.06.1995	164	0 	14.4 	81.1 
14.06.1995	165	0 	13 	91.8 
15.06.1995	166	0 	13.1 	71.9 
16.06.1995	167	0.4 	12.6 	78.5 
17.06.1995	168	0 	15.4 	73 
18.06.1995	169	0 	16.6 	56 
19.06.1995	170	0 	17.5 	54.6 
20.06.1995	171	1 	16.6 	83.4 
21.06.1995	172	0 	20.2 	71.5 
22.06.1995	173	1.6 	14.7 	61.9 
23.06.1995	174	2.2 	16.5 	72.2 
24.06.1995	175	0 	17.7 	67.9 
25.06.1995	176	0 	25.6 	51.3 
26.06.1995	177	0 	25.9 	46.2 
27.06.1995	178	3.2 	25.6 	48.8 
28.06.1995	179	3.2 	25.4 	42.9 
29.06.1995	180	0.9 	22.4 	61.2 
30.06.1995	181	0.1 	22.2 	52.5 
01.07.1995	182	0.4 	19.5 	45.4 
02.07.1995	183	1.9 	21.1 	49.1 
03.07.1995	184	0.7 	18.8 	77.1 
04.07.1995	185	0.1 	16.3 	59.3 
05.07.1995	186	6.6 	17.1 	52 
06.07.1995	187	2 	22.8 	57 
07.07.1995	188	0 	25.4 	52.6 
08.07.1995	189	0 	25.8 	61.5 
09.07.1995	190	0 	24.3 	56.6 
10.07.1995	191	0 	20.2 	76.1 
11.07.1995	192	0 	20.9 	70.2 
12.07.1995	193	0 	26.9 	63 
13.07.1995	194	0.1 	23 	74.9 
14.07.1995	195	2.6 	26.1 	52.1 
15.07.1995	196	0.5 	26.5 	46.1 
16.07.1995	197	0.1 	20.1 	72.8 
17.07.1995	198	0 	19.8 	77.7 
18.07.1995	199	0 	18.7 	78.2 
19.07.1995	200	0 	22 	64.2 
20.07.1995	201	0 	23.5 	69.9 
21.07.1995	202	0 	29 	53 
22.07.1995	203	0 	20.5 	50.7 
23.07.1995	204	0.1 	19.2 	48.5 
24.07.1995	205	0 	22.6 	49.5 
25.07.1995	206	0 	20.8 	51 
26.07.1995	207	0 	22.1 	51.4 
27.07.1995	208	0 	25.7 	45.5 
28.07.1995	209	0 	23.5 	68.1 
29.07.1995	210	0 	27.8 	38.7 
30.07.1995	211	0 	28.7 	36.2 
31.07.1995	212	0 	27.5 	40.2 
01.08.1995	213	0 	24.4 	47.6 
02.08.1995	214	0 	25.7 	48.4 
03.08.1995	215	1.8 	26.1 	45.2 
04.08.1995	216	2.9 	23.4 	55.8 
05.08.1995	217	7 	26.8 	50 
06.08.1995	218	0 	28.4 	36.9 
07.08.1995	219	0 	22.3 	42.4 
08.08.1995	220	0 	22.6 	34.1 
09.08.1995	221	0.5 	24.6 	30.2 
10.08.1995	222	7.1 	23.2 	47.6 
11.08.1995	223	0.3 	26.8 	45.2 
12.08.1995	224	6.2 	29.7 	29.1 
13.08.1995	225	7.5 	27.7 	40.2 
14.08.1995	226	4.8 	21.4 	42.9 
15.08.1995	227	7.9 	18.5 	70.4 
16.08.1995	228	9.8 	20 	63.1 
17.08.1995	229	0 	25.8 	47.1 
18.08.1995	230	0.8 	28.2 	32.5 
19.08.1995	231	2.4 	27.4 	43.8 
20.08.1995	232	0.1 	28.4 	40.6 
21.08.1995	233	0.5 	27.9 	39.6 
22.08.1995	234	2.9 	28.6 	42.2 
23.08.1995	235	4.3 	30.3 	31.1 
24.08.1995	236	11.9 	22.5 	51.3 
25.08.1995	237	3.4 	18.9 	76.5 
26.08.1995	238	16.1 	17.3 	58.5 
27.08.1995	239	24.3 	17.6 	61.4 
28.08.1995	240	29 	18.5 	57 
29.08.1995	241	2.4 	16.5 	53.9 
30.08.1995	242	0.3 	17.4 	42.4 
31.08.1995	243	1 	17 	50.7 
01.09.1995	244	3.1 	13.7 	94.6 
02.09.1995	245	0 	18.3 	51.3 
03.09.1995	246	0 	18.1 	58.2 
04.09.1995	247	0 	12.7 	93.8 
05.09.1995	248	0 	18.2 	62.7 
06.09.1995	249	0 	17.5 	70.1 
07.09.1995	250	0 	20.5 	55.7 
08.09.1995	251	3.9 	20.4 	72.1 
09.09.1995	252	0 	15 	89.4 
10.09.1995	253	0 	19.3 	64.6 
11.09.1995	254	12 	16 	82.5 
12.09.1995	255	1.7 	18.8 	65 
13.09.1995	256	0.2 	17.1 	75.1 
14.09.1995	257	3.4 	15.1 	85.8 
15.09.1995	258	1 	17.8 	62 
16.09.1995	259	5.2 	18.3 	63 
17.09.1995	260	5 	18.9 	65.6 
18.09.1995	261	3.4 	17.7 	69.2 
19.09.1995	262	0 	14.8 	79.5 
20.09.1995	263	0 	13.4 	72 
21.09.1995	264	0.1 	16.8 	61.5 
22.09.1995	265	0 	15.1 	78.9 
23.09.1995	266	8.2 	17.2 	57.5 
24.09.1995	267	0.1 	14.9 	82.8 
25.09.1995	268	0 	16.4 	56.2 
26.09.1995	269	0 	12.4 	92.8 
27.09.1995	270	0 	12.7 	80.6 
28.09.1995	271	0 	9.8 	67.3 
29.09.1995	272	0 	7.2 	84.2 
30.09.1995	273	0 	5.6 	83.3 
01.10.1995	274	0 	5.4 	81.6 
02.10.1995	275	0 	10.5 	83.3 
03.10.1995	276	0 	11.9 	88.3 
04.10.1995	277	0 	15.7 	86.9 
05.10.1995	278	0 	15.4 	90 
06.10.1995	279	0 	12.7 	86.6 
07.10.1995	280	0 	14 	86.6 
08.10.1995	281	0 	15.4 	86.3 
09.10.1995	282	0 	14.9 	86.3 
10.10.1995	283	0 	13.8 	88.5 
11.10.1995	284	0 	12.8 	96.3 
12.10.1995	285	0 	14.2 	93.1 
13.10.1995	286	0 	14.5 	87.9 
14.10.1995	287	0 	14 	88.5 
15.10.1995	288	0 	12.5 	87.3 
16.10.1995	289	0 	12.5 	89.7 
17.10.1995	290	0 	11.7 	92.3 
18.10.1995	291	0 	12 	80.9 
19.10.1995	292	0 	10.9 	86.2 
20.10.1995	293	0 	9.8 	83.2 
21.10.1995	294	0 	5.3 	78.4 
22.10.1995	295	0 	3.3 	85.1 
23.10.1995	296	0 	5.7 	83.1 
24.10.1995	297	0 	10.3 	84.9 
25.10.1995	298	0 	9.4 	82.4 
26.10.1995	299	0 	9.6 	85.9 
27.10.1995	300	0 	13.2 	87.8 
28.10.1995	301	0 	8.5 	87.5 
29.10.1995	302	0 	4.6 	88.6 
30.10.1995	303	0 	4 	91.6 
31.10.1995	304	0 	6.7 	89.8 
01.11.1995	305	0 	6.3 	88.4 
02.11.1995	306	0 	4 	91.8 
03.11.1995	307	0 	3.2 	78.2 
04.11.1995	308	0 	1.1 	72.5 
05.11.1995	309	0 	0.4 	79.9 
06.11.1995	310	0 	5.7 	83.2 
07.11.1995	311	0 	4.1 	84.1 
08.11.1995	312	0 	2.1 	93.8 
09.11.1995	313	0 	8.6 	96.6 
10.11.1995	314	0 	8.5 	92.7 
11.11.1995	315	0 	6.4 	91.6 
12.11.1995	316	0 	5.5 	83.8 
13.11.1995	317	0 	-0.6 	89.2 
14.11.1995	318	0 	0.7 	91.5 
15.11.1995	319	0 	7.4 	90.7 
16.11.1995	320	0 	8.3 	87.6 
17.11.1995	321	0 	-0.4 	78.1 
18.11.1995	322	0 	-0.9 	78.1 
19.11.1995	323	0 	1.4 	89.4 
20.11.1995	324	0 	-1.8 	85.7 
21.11.1995	325	0 	-2.1 	81.4 
22.11.1995	326	0 	-0.9 	78.2 
23.11.1995	327	0 	5.7 	93.2 
24.11.1995	328	0 	7.4 	82.9 
25.11.1995	329	0 	3.2 	90.4 
26.11.1995	330	0 	2.2 	92.3 
27.11.1995	331	0 	2 	86.8 
28.11.1995	332	0 	1.8 	82.8 
29.11.1995	333	0 	1.3 	90.5 
30.11.1995	334	0 	-2 	87.7 
01.12.1995	335	0 	-2.9 	84.9 
02.12.1995	336	0 	-2.3 	84.2 
03.12.1995	337	0 	-0.7 	82.1 
04.12.1995	338	0 	-0.7 	92.9 
05.12.1995	339	0 	-3.1 	76.4 
06.12.1995	340	0 	-5.4 	83.3 
07.12.1995	341	0 	-4.3 	87.7 
08.12.1995	342	0 	-4.2 	89.3 
09.12.1995	343	0 	-0.9 	95.3 
10.12.1995	344	0 	-0.5 	93.6 
11.12.1995	345	0 	2 	95.9 
12.12.1995	346	0 	0.6 	92.8 
13.12.1995	347	0 	-2.2 	93.8 
14.12.1995	348	0 	-0.8 	82.3 
15.12.1995	349	0 	-1.5 	80.3 
16.12.1995	350	0 	-4.7 	82.7 
17.12.1995	351	0 	-4.6 	92.8 
18.12.1995	352	0 	-2 	94.7 
19.12.1995	353	0 	-0.2 	91.1 
20.12.1995	354	0 	-2.9 	88 
21.12.1995	355	0 	-5.5 	92.2 
22.12.1995	356	0 	-3.4 	88.9 
23.12.1995	357	0 	2.9 	95.6 
24.12.1995	358	0 	-2.7 	79.7 
25.12.1995	359	0 	-4.6 	90.4 
26.12.1995	360	0 	-5.9 	90.7 
27.12.1995	361	0 	-11.2 	90.2 
28.12.1995	362	0 	-5.8 	92.9 
29.12.1995	363	0 	-5.5 	93.5 
30.12.1995	364	0 	-10.2 	79.3 
31.12.1995	365	0 	-9.3 	84.6 
				
				
